level	page_num	block_num	par_num	line_num	word_num	left	top	width	height	conf	text
5	1	1	1	1	1	271	306	180	33	96.554901	omissions
5	1	1	1	1	2	466	306	34	32	97.004158	in
5	1	1	1	1	3	511	306	55	33	96.696869	the
5	1	1	1	1	4	581	311	148	28	96.585014	contents
5	1	1	1	1	5	745	306	40	33	96.8564	of
5	1	1	1	1	6	792	306	65	33	96.665199	this
5	1	1	1	1	7	872	306	188	39	96.168663	document,
5	1	1	1	1	8	1075	306	111	33	96.942444	which
5	1	1	1	1	9	1198	317	77	31	96.885788	may
5	1	1	1	1	10	1289	306	84	33	96.72435	arise
5	1	1	1	1	11	1388	317	34	22	96.888489	as
5	1	1	1	1	12	1437	317	18	21	96.84761	a
5	1	1	1	1	13	1467	306	102	33	96.905617	result
5	1	1	1	1	14	1582	306	41	33	97.008698	of
5	1	1	1	1	15	1632	306	177	33	96.439667	electronic
5	1	1	1	1	16	1822	306	239	33	96.743088	transmission.
5	1	1	1	1	17	2077	306	34	32	96.863541	If
5	1	2	1	1	1	647	358	210	33	96.361351	verification
5	1	2	1	1	2	870	358	27	33	91.770363	is
5	1	2	1	1	3	910	358	162	42	96.581512	required,
5	1	2	1	1	4	1086	358	113	42	96.494225	please
5	1	2	1	1	5	1212	363	133	37	96.944504	request
5	1	2	1	1	6	1358	369	18	21	96.932472	a
5	1	2	1	1	7	1389	358	184	42	96.835304	hard-copy
5	1	2	1	1	8	1587	358	142	33	94.570328	version.
5	1	3	1	1	1	959	457	143	31	93.301697	TERMS
5	1	3	1	1	2	1117	457	27	31	87.881699	&
5	1	3	1	1	3	1159	457	257	31	95.560799	CONDITIONS
5	1	4	1	1	1	71	554	2156	4	95.0	 
5	1	5	1	1	1	75	558	2148	4	95.0	 
5	1	6	1	1	1	69	555	6	2819	95.0	 
5	1	7	1	1	1	73	559	6	2811	95.0	 
5	1	8	1	1	1	97	590	118	37	96.725479	Term
5	1	9	1	1	1	99	756	111	39	95.83519	Equity
5	1	9	1	1	2	223	756	143	31	96.248459	Amount
5	1	9	1	1	3	381	756	106	39	96.713539	Payer
5	1	10	1	1	1	99	837	111	39	95.792252	Equity
5	1	10	1	1	2	223	837	143	31	96.672226	Amount
5	1	10	1	1	3	381	837	161	31	96.468315	Receiver
5	1	10	1	2	1	99	904	263	39	96.40947	(Counterparty)
5	1	11	1	1	1	99	985	141	39	96.142899	Floating
5	1	11	1	1	2	255	985	143	31	96.523399	Amount
5	1	11	1	1	3	414	985	105	39	96.564438	Payer
5	1	11	1	2	1	99	1066	141	39	96.268501	Floating
5	1	11	1	2	2	255	1066	143	31	96.087273	Amount
5	1	11	1	2	3	413	1066	162	31	96.087273	Receiver
5	1	11	1	3	1	100	1147	192	31	96.6539	Instrument
5	1	11	2	1	1	97	1228	105	30	96.371742	Trade
5	1	11	2	1	2	219	1228	83	30	95.889908	Date
5	1	11	3	1	1	99	1309	154	31	96.162636	Effective
5	1	11	3	1	2	270	1309	83	30	96.122856	Date
5	1	11	3	2	1	97	1393	215	31	96.624084	Termination
5	1	11	3	2	2	330	1393	83	30	95.823975	Date
5	1	11	3	3	1	99	1474	146	31	95.512619	Notional
5	1	11	3	3	2	260	1474	143	31	95.512619	Amount
5	1	11	3	4	1	98	1555	196	31	96.300903	Settlement
5	1	11	3	4	2	308	1555	166	39	96.115204	Currency
5	1	12	1	1	1	100	1636	90	30	96.58947	Initial
5	1	12	1	1	2	207	1636	180	39	95.940552	Exchange
5	1	12	1	1	3	401	1636	143	31	96.176201	Amount
5	1	12	1	2	1	100	1764	90	30	96.32576	Initial
5	1	12	1	2	2	207	1764	180	39	96.800697	Exchange
5	1	12	1	2	3	404	1764	161	39	96.180473	Payment
5	1	12	1	3	1	99	1812	83	30	96.980324	Date
5	1	13	1	1	1	97	1894	169	31	96.714088	Valuation
5	1	13	1	1	2	284	1894	132	39	96.426598	Date(s)
5	1	14	1	1	1	96	3251	104	31	96.698189	Asset
5	1	15	1	1	1	712	589	227	38	95.887733	Condition
5	1	16	1	1	1	713	756	142	31	96.561722	Nomura
5	1	16	1	1	2	872	756	161	31	96.022942	Financial
5	1	16	1	1	3	1051	756	199	31	96.022942	Investment
5	1	16	1	1	4	1265	756	134	39	93.297478	(Korea)
5	1	16	1	1	5	1415	756	71	36	91.981689	Co.,
5	1	16	1	1	6	1504	756	63	30	96.509834	Ltd.
5	1	16	1	2	1	712	871	210	39	91.953331	Shinyoung
5	1	16	1	2	2	938	871	195	31	93.300545	Securities
5	1	16	1	2	3	1148	871	75	36	91.694099	Co.,
5	1	16	1	2	4	1240	871	70	30	96.859871	Ltd.
5	1	17	1	1	1	712	985	237	39	96.575928	Counterparty
5	1	17	2	1	1	713	1066	142	31	96.561722	Nomura
5	1	17	2	1	2	872	1066	161	31	96.022942	Financial
5	1	17	2	1	3	1051	1066	199	31	96.022942	Investment
5	1	17	2	1	4	1265	1066	134	39	93.297478	(Korea)
5	1	17	2	1	5	1415	1066	71	36	91.981689	Co.,
5	1	17	2	1	6	1504	1066	63	30	96.509834	Ltd.
5	1	17	2	2	1	712	1147	84	31	95.751602	OTC
5	1	17	2	2	2	812	1147	112	39	96.475975	Equity
5	1	17	2	2	3	938	1147	100	38	96.515717	Swap
5	1	17	3	1	1	710	1220	241	48	96.871483	21-Aug-2019
5	1	17	4	1	1	710	1301	248	48	96.78022	23-Aug-2019
5	1	17	5	1	1	706	1380	252	56	95.655952	18-Aug-2022,
5	1	17	5	1	2	974	1393	131	39	96.810577	subject
5	1	17	5	1	3	1118	1394	33	30	96.594406	to
5	1	17	5	1	4	1165	1401	19	22	90.926018	a
5	1	17	5	1	5	1201	1393	184	31	90.926018	Knock-out
5	1	17	6	1	1	713	1474	82	31	96.317757	USD
5	1	17	6	1	2	810	1474	182	36	95.808075	2,812,600
5	1	18	1	1	1	706	1623	75	56	96.815315	USD
5	1	18	1	1	2	799	1623	164	56	96.600433	8,437.80
5	1	18	1	1	3	986	1635	149	39	96.658997	(0.300%
5	1	18	1	1	4	1151	1635	35	31	96.922028	of
5	1	18	1	1	5	1199	1635	147	31	96.440086	Notional
5	1	18	1	1	6	1358	1635	152	36	96.949028	Amount,
5	1	18	1	1	7	1528	1635	141	39	96.472389	payable
5	1	18	1	1	8	1685	1635	41	39	96.725266	by
5	1	18	1	1	9	1741	1635	143	31	96.933884	Nomura
5	1	18	1	1	10	1900	1635	161	31	96.860252	Financial
5	1	18	1	2	1	714	1683	199	31	96.697723	Investment
5	1	18	1	2	2	928	1683	133	39	93.289787	(Korea)
5	1	18	1	2	3	1077	1683	71	36	90.418015	Co.,
5	1	18	1	2	4	1166	1683	63	30	96.701363	Ltd.
5	1	18	1	2	5	1245	1684	33	30	96.48793	to
5	1	18	1	2	6	1293	1683	251	39	96.423409	Counterparty)
5	1	19	1	1	1	710	1943	625	4	95.0	 
5	1	20	1	1	1	1122	1966	185	31	92.102043	14-Feb-20
5	1	20	1	2	1	743	2041	59	27	96.173233	2nd
5	1	20	1	2	2	816	2041	153	27	94.914291	Valuation
5	1	20	1	2	3	985	2041	74	27	89.664978	Date
5	1	20	1	2	4	1087	2034	20	48	89.664978	|
5	1	20	1	2	5	1121	2039	187	39	96.450699	14-Aug-20
5	1	20	1	3	1	749	2114	49	27	96.521278	3rd
5	1	20	1	3	2	812	2114	153	27	96.726158	Valuation
5	1	20	1	3	3	981	2114	74	27	90.081665	Date
5	1	20	1	3	4	1085	2107	20	48	90.081665	|
5	1	20	1	3	5	1122	2113	179	31	90.070961	16-Feb-21
5	1	20	1	4	1	748	2188	49	27	96.669678	4th
5	1	20	1	4	2	811	2188	153	27	95.983971	Valuation
5	1	20	1	4	3	980	2188	74	27	87.280304	Date
5	1	20	1	4	4	1084	2182	21	47	87.280304	|
5	1	20	1	4	5	1121	2186	181	39	96.169746	16-Aug-21
5	1	20	1	5	1	1122	2259	185	31	91.185997	15-Feb-22
5	1	20	1	6	1	736	2334	77	27	96.616486	Final
5	1	20	1	6	2	825	2334	153	27	96.627953	Valuation
5	1	20	1	6	3	995	2334	74	27	96.137238	Date
5	1	20	1	6	4	1091	2327	17	49	95.609375	|
5	1	20	1	6	5	1121	2333	187	39	95.609375	16-Aug-22
5	1	21	1	1	1	753	1968	46	27	94.774284	1st
5	1	21	1	1	2	810	1968	153	27	95.777657	Valuation
5	1	21	1	1	3	979	1968	74	27	95.61351	Date
5	1	22	1	1	1	710	2016	625	4	95.0	 
5	1	23	1	1	1	710	2090	625	4	95.0	 
5	1	24	1	1	1	710	2163	625	4	95.0	 
5	1	25	1	1	1	710	2236	625	4	95.0	 
5	1	26	1	1	1	750	2261	47	27	96.67897	5th
5	1	26	1	1	2	811	2261	153	27	95.714996	Valuation
5	1	26	1	1	3	980	2261	74	27	95.714996	Date
5	1	27	1	1	1	710	2310	625	4	95.0	 
5	1	28	1	1	1	710	1944	2	442	95.0	 
5	1	29	1	1	1	1093	1944	2	442	95.0	 
5	1	30	1	1	1	1333	1944	2	442	95.0	 
5	1	31	1	1	1	710	2383	625	4	95.0	 
5	1	32	1	1	1	713	2480	59	31	96.660828	For
5	1	32	1	1	2	785	2480	54	30	96.660828	the
5	1	32	1	1	3	855	2480	185	31	96.521202	avoidance
5	1	32	1	1	4	1055	2480	35	31	96.521202	of
5	1	32	1	1	5	1101	2480	112	36	96.655548	doubt,
5	1	32	1	1	6	1230	2480	85	31	96.875389	each
5	1	32	1	1	7	1331	2480	169	31	96.104637	Valuation
5	1	32	1	1	8	1518	2480	83	30	96.780876	Date
5	1	32	1	1	9	1615	2480	82	31	96.504761	shall
5	1	32	1	1	10	1715	2480	41	30	95.80687	be
5	1	32	1	1	11	1781	2488	9	22	95.80687	a
5	1	32	1	1	12	1806	2480	192	31	96.243874	Scheduled
5	1	32	1	1	13	2013	2480	137	39	96.612709	Trading
5	1	32	1	2	1	713	2528	70	39	96.734299	Day
5	1	32	1	2	2	795	2528	49	31	96.076828	for
5	1	32	1	2	3	856	2528	55	30	96.791779	the
5	1	32	1	2	4	928	2528	190	39	96.20443	Exchange.
5	1	32	1	2	5	1137	2528	20	30	93.172386	If
5	1	32	1	2	6	1171	2528	17	30	94.706604	it
5	1	32	1	2	7	1203	2528	26	31	96.900635	is
5	1	32	1	2	8	1245	2529	54	30	96.891403	not
5	1	32	1	2	9	1312	2528	84	31	96.453186	such
5	1	32	1	2	10	1413	2536	19	22	96.453186	a
5	1	32	1	2	11	1447	2528	65	39	96.708893	day
5	1	32	1	2	12	1525	2528	77	30	96.713936	then
5	1	32	1	2	13	1618	2528	169	31	96.123329	Valuation
5	1	32	1	2	14	1805	2528	83	30	96.351097	Date
5	1	32	1	2	15	1905	2528	25	31	96.557709	is
5	1	32	1	2	16	1946	2528	188	38	96.632172	postponed
5	1	32	1	2	17	2150	2529	32	30	96.798676	to
5	1	32	1	3	1	711	2576	54	30	96.369072	the
5	1	32	1	3	2	782	2577	75	29	96.603951	next
5	1	32	1	3	3	870	2576	84	31	96.642311	such
5	1	32	1	3	4	970	2576	74	39	96.444847	day,
5	1	32	1	3	5	1061	2576	64	30	96.055649	and
5	1	32	1	3	6	1140	2576	112	30	96.373756	where
5	1	32	1	3	7	1267	2584	19	22	95.265938	a
5	1	32	1	3	8	1301	2576	169	31	96.533691	Valuation
5	1	32	1	3	9	1488	2576	83	30	96.533691	Date
5	1	32	1	3	10	1587	2576	25	31	96.634163	is
5	1	32	1	3	11	1629	2576	188	38	96.042877	postponed
5	1	32	1	3	12	1833	2576	66	30	96.934082	due
5	1	32	1	3	13	1914	2577	33	30	96.708237	to
5	1	32	1	3	14	1960	2576	55	30	96.117111	the
5	1	32	1	4	1	711	2632	203	23	96.296989	occurrence
5	1	32	1	4	2	928	2624	35	31	96.269234	of
5	1	32	1	4	3	975	2632	19	22	97.001015	a
5	1	32	1	4	4	1011	2624	172	38	95.960091	Disrupted
5	1	32	1	4	5	1201	2624	79	39	95.93026	Day,
5	1	32	1	4	6	1296	2624	54	30	96.471176	the
5	1	32	1	4	7	1365	2624	170	31	96.030464	Valuation
5	1	32	1	4	8	1552	2624	83	30	96.306572	Date
5	1	32	1	4	9	1649	2624	49	31	96.306572	for
5	1	32	1	4	10	1711	2624	85	31	96.431122	each
5	1	32	1	4	11	1811	2624	104	31	96.43499	Asset
5	1	32	1	4	12	1928	2624	81	31	96.455482	shall
5	1	32	1	4	13	2027	2624	41	30	96.605827	be
5	1	32	1	5	1	713	2672	188	38	96.799858	postponed
5	1	32	1	5	2	917	2672	159	39	96.596924	together.
5	1	33	1	1	1	711	2797	119	30	96.719933	Where
5	1	33	1	1	2	846	2805	19	22	95.220245	a
5	1	33	1	1	3	880	2797	169	31	95.220245	Valuation
5	1	33	1	1	4	1067	2797	83	30	95.181595	Date
5	1	33	1	1	5	1167	2797	25	31	95.181595	is
5	1	33	1	1	6	1208	2797	188	38	96.046196	postponed
5	1	33	1	1	7	1412	2797	66	30	96.965469	due
5	1	33	1	1	8	1493	2798	33	30	96.278671	to
5	1	33	1	1	9	1539	2797	55	30	96.278671	the
5	1	33	1	1	10	1609	2805	203	23	96.448029	occurrence
5	1	33	1	1	11	1826	2797	35	31	96.552055	of
5	1	33	1	1	12	1874	2805	19	22	96.979485	a
5	1	33	1	1	13	1909	2797	172	38	96.674965	Disrupted
5	1	33	1	1	14	2099	2797	79	39	95.894829	Day,
5	1	33	1	2	1	711	2845	54	30	96.294975	the
5	1	33	1	2	2	782	2845	183	38	96.097198	provisions
5	1	33	1	2	3	979	2845	35	31	96.51754	of
5	1	33	1	2	4	1026	2845	134	31	96.108627	Section
5	1	33	1	2	5	1176	2845	55	31	96.040863	6.6
5	1	33	1	2	6	1245	2845	35	31	96.565956	of
5	1	33	1	2	7	1291	2845	55	30	96.710922	the
5	1	33	1	2	8	1363	2845	112	39	96.593178	Equity
5	1	33	1	2	9	1490	2845	189	31	96.33149	Definitions
5	1	33	1	2	10	1693	2845	55	30	96.73011	will
5	1	33	1	2	11	1764	2845	106	39	96.366104	apply,
5	1	33	1	2	12	1888	2845	154	38	96.202629	provided
5	1	33	1	2	13	2057	2845	68	30	96.835236	that
5	1	33	1	2	14	2138	2845	55	30	95.901703	the
5	1	33	1	3	1	713	2901	152	31	95.728027	passage
5	1	33	1	3	2	882	2893	26	30	96.818512	in
5	1	33	1	3	3	924	2893	134	31	92.952644	Section
5	1	33	1	3	4	1075	2893	102	39	91.724258	6.6(c)
5	1	33	1	3	5	1193	2893	20	36	92.267685	“,
5	1	33	1	3	6	1229	2893	54	30	96.420181	the
5	1	33	1	3	7	1298	2893	169	31	96.200333	Valuation
5	1	33	1	3	8	1485	2893	83	30	96.169044	Date
5	1	33	1	3	9	1581	2893	49	31	96.350533	for
5	1	33	1	3	10	1644	2893	85	31	96.397194	each
5	1	33	1	3	11	1746	2893	107	31	96.633865	Share
5	1	33	1	3	12	1869	2894	55	30	96.938019	not
5	1	33	1	3	13	1938	2893	143	31	96.342903	affected
5	1	33	1	3	14	2099	2893	40	39	96.996758	by
5	1	33	1	4	1	711	2941	54	30	96.757362	the
5	1	33	1	4	2	780	2949	203	23	96.624084	occurrence
5	1	33	1	4	3	997	2941	36	31	96.687401	of
5	1	33	1	4	4	1044	2949	19	22	95.947472	a
5	1	33	1	4	5	1080	2941	173	38	96.542198	Disrupted
5	1	33	1	4	6	1270	2941	70	39	96.883453	Day
5	1	33	1	4	7	1354	2941	81	31	96.077232	shall
5	1	33	1	4	8	1453	2941	41	30	96.077232	be
5	1	33	1	4	9	1509	2941	54	30	96.392731	the
5	1	33	1	4	10	1579	2941	192	31	96.537376	Scheduled
5	1	33	1	4	11	1786	2941	138	39	96.65863	Trading
5	1	33	1	4	12	1941	2941	79	39	96.44278	Day,
5	1	33	1	4	13	2038	2941	64	30	96.61293	and
5	1	33	1	4	14	2118	2941	54	30	96.439659	the
5	1	33	1	5	1	711	2989	169	31	96.087158	Valuation
5	1	33	1	5	2	898	2989	82	30	96.470329	Date
5	1	33	1	5	3	994	2989	49	31	96.609474	for
5	1	33	1	5	4	1056	2989	85	31	96.448311	each
5	1	33	1	5	5	1158	2989	107	31	96.448311	Share
5	1	33	1	5	6	1281	2989	143	31	96.539192	affected
5	1	33	1	5	7	1442	2989	40	39	96.942604	by
5	1	33	1	5	8	1495	2989	55	30	96.968872	the
5	1	33	1	5	9	1565	2997	202	23	95.605347	occurrence
5	1	33	1	5	10	1782	2989	35	31	96.883301	of
5	1	33	1	5	11	1829	2997	19	22	96.99501	a
5	1	33	1	5	12	1865	2989	172	38	95.945503	Disrupted
5	1	33	1	5	13	2055	2989	83	39	93.270859	Day”
5	1	33	1	6	1	711	3037	81	31	96.467117	shall
5	1	33	1	6	2	810	3037	41	30	96.993164	be
5	1	33	1	6	3	866	3037	132	30	96.171616	deleted
5	1	33	1	6	4	1015	3037	64	30	96.31665	and
5	1	33	1	6	5	1097	3037	153	38	96.574036	replaced
5	1	33	1	6	6	1265	3037	71	30	92.634583	with
5	1	33	1	6	7	1352	3037	20	36	92.634583	“,
5	1	33	1	6	8	1387	3037	49	31	96.396606	for
5	1	33	1	6	9	1449	3037	37	30	96.650124	all
5	1	33	1	6	10	1503	3037	128	31	96.324112	Shares
5	1	33	1	6	11	1647	3037	26	30	96.466751	in
5	1	33	1	6	12	1689	3037	55	30	96.466751	the
5	1	33	1	6	13	1761	3037	187	31	96.710999	Reference
5	1	33	1	6	14	1965	3037	132	36	96.771858	Basket,
5	1	33	1	7	1	713	3085	189	39	93.128784	regardless
5	1	33	1	7	2	917	3085	35	31	96.534271	of
5	1	33	1	7	3	962	3085	148	30	96.632439	whether
5	1	33	1	7	4	1122	3093	36	23	96.549278	or
5	1	33	1	7	5	1173	3086	55	30	95.964821	not
5	1	33	1	7	6	1241	3085	76	39	95.964821	they
5	1	33	1	7	7	1332	3093	56	22	96.405884	are
5	1	33	1	7	8	1404	3085	143	31	96.140259	affected
5	1	33	1	7	9	1565	3085	40	39	96.46154	by
5	1	33	1	7	10	1618	3085	54	30	96.707497	the
5	1	33	1	7	11	1687	3093	204	23	96.052917	occurrence
5	1	33	1	7	12	1905	3085	35	31	96.632706	of
5	1	33	1	7	13	1951	3085	55	30	96.822235	the
5	1	33	1	7	14	2023	3085	172	38	96.23455	Disrupted
5	1	33	1	8	1	713	3133	79	39	96.507698	Day,
5	1	33	1	8	2	808	3133	54	30	96.877563	the
5	1	33	1	8	3	877	3133	170	31	96.624969	Valuation
5	1	33	1	8	4	1064	3133	97	30	95.683189	Date”
5	1	33	1	8	5	1177	3133	64	30	96.410637	and
5	1	33	1	8	6	1257	3133	68	30	96.269119	that
5	1	33	1	8	7	1338	3133	55	30	96.269119	the
5	1	33	1	8	8	1409	3133	122	38	96.454803	phrase
5	1	33	1	8	9	1547	3133	145	39	96.889191	“relating
5	1	33	1	8	10	1708	3134	33	30	96.607224	to
5	1	33	1	8	11	1754	3133	68	30	96.27951	that
5	1	33	1	8	12	1836	3133	121	31	92.59623	Share”
5	1	33	1	8	13	1974	3133	26	30	96.373871	in
5	1	33	1	8	14	2016	3133	55	30	96.935974	the
5	1	33	1	8	15	2084	3133	103	31	96.241699	fourth
5	1	33	1	9	1	712	3181	64	30	96.128357	and
5	1	33	1	9	2	790	3181	65	30	96.128357	fifth
5	1	33	1	9	3	872	3181	81	31	96.487	lines
5	1	33	1	9	4	967	3181	36	31	96.883377	of
5	1	33	1	9	5	1014	3181	134	31	93.283836	Section
5	1	33	1	9	6	1165	3181	90	31	92.346786	6.6(c)
5	1	33	1	9	7	1284	3189	56	22	96.707733	are
5	1	33	1	9	8	1354	3181	144	30	96.506729	deleted.
5	1	33	2	1	1	712	3232	156	39	96.497017	Ordinary
5	1	33	2	1	2	883	3233	116	30	96.497017	assets
5	1	33	2	1	3	1016	3232	109	39	96.631409	(each,
5	1	33	2	1	4	1142	3240	41	22	93.218254	an
5	1	33	2	1	5	1200	3232	142	39	89.687073	“Asset”)
5	1	33	2	1	6	1357	3232	35	31	96.980515	of
5	1	33	3	1	1	711	3280	30	30	96.167084	2.
5	1	33	3	1	2	758	3280	79	31	94.866142	S&P
5	1	33	3	1	3	853	3280	65	31	94.866142	500
5	1	33	3	1	4	936	3280	97	30	95.643784	Index
5	1	33	3	1	5	1048	3280	209	39	95.643784	(Bloomberg
5	1	33	3	1	6	1274	3280	105	31	96.10482	Code:
5	1	33	3	1	7	1397	3280	80	31	95.892639	SPX
5	1	33	3	1	8	1493	3280	110	39	96.122368	Index)
5	1	33	4	1	1	711	3328	30	30	96.720184	2.
5	1	33	4	1	2	759	3328	93	39	96.366432	Hang
5	1	33	4	1	3	869	3328	92	39	96.074249	Seng
5	1	33	4	1	4	978	3328	104	31	96.145859	China
5	1	33	4	1	5	1099	3328	185	38	96.345154	Enterprise
5	1	33	4	1	6	1301	3328	97	30	96.459778	Index
5	1	33	4	1	7	1414	3328	208	39	96.473915	(Bloomberg
5	1	33	4	1	8	1639	3328	106	31	96.419792	Code:
5	1	33	4	1	9	1763	3328	120	31	91.873817	HSCEI
5	1	33	4	1	10	1903	3328	110	39	95.811737	Index)
5	1	34	1	1	1	75	3367	2148	4	95.0	 
5	1	35	1	1	1	71	3371	2156	4	95.0	 
5	1	36	1	1	1	2219	559	6	2811	95.0	 
5	1	37	1	1	1	2223	555	5	2819	95.0	 
